,Unnamed: 0,realtime_start,realtime_end,date,value,自動新增,realtime_start_position,realtime_end_position,date_position
358,358,2012-08-29,2012-09-26,2012-04-01,13564.5,False,2797,2825,2647
359,359,2012-09-27,2013-07-30,2012-04-01,13548.5,False,2826,3132,2647
360,360,2013-07-31,2014-07-29,2012-04-01,15427.7,False,3133,3496,2647
361,361,2014-07-30,2015-07-29,2012-04-01,15336.7,False,3497,3861,2647
362,362,2015-07-30,2017-10-26,2012-04-01,15362.4,False,3862,4681,2647
363,363,2017-10-27,2018-07-26,2012-04-01,15362.415,False,4682,4954,2647
364,364,2018-07-27,2021-07-28,2012-04-01,16198.807,False,4955,6052,2647
365,365,2021-07-29,2023-09-27,2012-04-01,16253.726,False,6053,6843,2647
366,366,2023-09-28,2025-02-11,2012-04-01,17444.525,False,6844,7346,2647
367,367,2012-10-26,2012-11-28,2012-07-01,13616.2,False,2855,2888,2738
368,368,2012-11-29,2012-12-19,2012-07-01,13638.1,False,2889,2909,2738
369,369,2012-12-20,2013-07-30,2012-07-01,13652.5,False,2910,3132,2738
370,370,2013-07-31,2014-07-29,2012-07-01,15534.0,False,3133,3496,2738
371,371,2014-07-30,2015-07-29,2012-07-01,15431.3,False,3497,3861,2738
372,372,2015-07-30,2017-10-26,2012-07-01,15380.8,False,3862,4681,2738
373,373,2017-10-27,2018-07-26,2012-07-01,15380.802,False,4682,4954,2738
374,374,2018-07-27,2021-07-28,2012-07-01,16220.667,False,4955,6052,2738
375,375,2021-07-29,2023-09-27,2012-07-01,16282.151,False,6053,6843,2738
376,376,2023-09-28,2025-02-11,2012-07-01,17469.65,False,6844,7346,2738
377,377,2013-01-30,2013-02-27,2012-10-01,13647.6,False,2951,2979,2830
378,378,2013-02-28,2013-03-27,2012-10-01,13656.8,False,2980,3007,2830
379,379,2013-03-28,2013-07-30,2012-10-01,13665.4,False,3008,3132,2830
380,380,2013-07-31,2014-07-29,2012-10-01,15539.6,False,3133,3496,2830
381,381,2014-07-30,2015-07-29,2012-10-01,15433.7,False,3497,3861,2830
382,382,2015-07-30,2017-10-26,2012-10-01,15384.3,False,3862,4681,2830
383,383,2017-10-27,2018-07-26,2012-10-01,15384.254,False,4682,4954,2830
384,384,2018-07-27,2021-07-28,2012-10-01,16239.138,False,4955,6052,2830
385,385,2021-07-29,2023-09-27,2012-10-01,16300.035,False,6053,6843,2830
386,386,2023-09-28,2025-02-11,2012-10-01,17489.852,False,6844,7346,2830
387,387,2013-04-26,2013-05-29,2013-01-01,13750.1,False,3037,3070,2922
388,388,2013-05-30,2013-06-25,2013-01-01,13746.2,False,3071,3097,2922
389,389,2013-06-26,2013-07-30,2013-01-01,13725.7,False,3098,3132,2922
390,390,2013-07-31,2014-07-29,2013-01-01,15583.9,False,3133,3496,2922
391,391,2014-07-30,2015-07-29,2013-01-01,15538.4,False,3497,3861,2922
392,392,2015-07-30,2016-07-28,2013-01-01,15457.2,False,3862,4226,2922
393,393,2016-07-29,2017-10-26,2013-01-01,15491.9,False,4227,4681,2922
394,394,2017-10-27,2018-07-26,2013-01-01,15491.878,False,4682,4954,2922
395,395,2018-07-27,2021-07-28,2013-01-01,16382.964,False,4955,6052,2922
396,396,2021-07-29,2023-09-27,2013-01-01,16441.485,False,6053,6843,2922
397,397,2023-09-28,2025-02-11,2013-01-01,17662.4,False,6844,7346,2922
398,398,2013-07-31,2013-08-28,2013-04-01,15648.7,False,3133,3161,3012
399,399,2013-08-29,2013-09-25,2013-04-01,15681.0,False,3162,3189,3012
400,400,2013-09-26,2014-07-29,2013-04-01,15679.7,False,3190,3496,3012
401,401,2014-07-30,2015-07-29,2013-04-01,15606.6,False,3497,3861,3012
402,402,2015-07-30,2016-07-28,2013-04-01,15500.2,False,3862,4226,3012
403,403,2016-07-29,2017-10-26,2013-04-01,15521.6,False,4227,4681,3012
404,404,2017-10-27,2018-07-26,2013-04-01,15521.559,False,4682,4954,3012
405,405,2018-07-27,2021-07-28,2013-04-01,16403.18,False,4955,6052,3012
406,406,2021-07-29,2023-09-27,2013-04-01,16464.402,False,6053,6843,3012
407,407,2023-09-28,2025-02-11,2013-04-01,17709.671,False,6844,7346,3012
408,408,2013-11-07,2013-12-04,2013-07-01,15790.1,False,3232,3259,3103
409,409,2013-12-05,2013-12-19,2013-07-01,15819.0,False,3260,3274,3103
410,410,2013-12-20,2014-07-29,2013-07-01,15839.3,False,3275,3496,3103
411,411,2014-07-30,2015-07-29,2013-07-01,15779.9,False,3497,3861,3103
412,412,2015-07-30,2016-07-28,2013-07-01,15614.4,False,3862,4226,3103
413,413,2016-07-29,2017-10-26,2013-07-01,15641.3,False,4227,4681,3103
414,414,2017-10-27,2018-07-26,2013-07-01,15641.336,False,4682,4954,3103
415,415,2018-07-27,2021-07-28,2013-07-01,16531.685,False,4955,6052,3103
416,416,2021-07-29,2023-09-27,2013-07-01,16594.743,False,6053,6843,3103
417,417,2023-09-28,2025-02-11,2013-07-01,17860.45,False,6844,7346,3103
418,418,2014-01-30,2014-02-27,2013-10-01,15965.6,False,3316,3344,3195
419,419,2014-02-28,2014-03-26,2013-10-01,15932.9,False,3345,3371,3195
420,420,2014-03-27,2014-07-29,2013-10-01,15942.3,False,3372,3496,3195
421,421,2014-07-30,2015-07-29,2013-10-01,15916.2,False,3497,3861,3195
422,422,2015-07-30,2016-07-28,2013-10-01,15761.5,False,3862,4226,3195
423,423,2016-07-29,2017-10-26,2013-10-01,15793.9,False,4227,4681,3195
424,424,2017-10-27,2018-07-26,2013-10-01,15793.928,False,4682,4954,3195
425,425,2018-07-27,2021-07-28,2013-10-01,16663.649,False,4955,6052,3195
426,426,2021-07-29,2023-09-27,2013-10-01,16712.76,False,6053,6843,3195
427,427,2023-09-28,2025-02-11,2013-10-01,18016.147,False,6844,7346,3195
428,428,2014-04-30,2014-05-28,2014-01-01,15946.6,False,3406,3434,3287
429,429,2014-05-29,2014-06-24,2014-01-01,15902.9,False,3435,3461,3287
430,430,2014-06-25,2014-07-29,2014-01-01,15824.2,False,3462,3496,3287
431,431,2014-07-30,2015-07-29,2014-01-01,15831.7,False,3497,3861,3287
432,432,2015-07-30,2016-07-28,2014-01-01,15724.9,False,3862,4226,3287
433,433,2016-07-29,2017-07-27,2014-01-01,15747.0,False,4227,4590,3287
434,434,2017-07-28,2017-10-26,2014-01-01,15757.6,False,4591,4681,3287
435,435,2017-10-27,2018-07-26,2014-01-01,15757.57,False,4682,4954,3287
436,436,2018-07-27,2019-07-25,2014-01-01,16621.696,False,4955,5318,3287
437,437,2019-07-26,2021-07-28,2014-01-01,16616.54,False,5319,6052,3287
438,438,2021-07-29,2023-09-27,2014-01-01,16654.247,False,6053,6843,3287
439,439,2023-09-28,2025-02-11,2014-01-01,17953.974,False,6844,7346,3287
440,440,2014-07-30,2014-08-27,2014-04-01,15985.7,False,3497,3525,3377
441,441,2014-08-28,2014-09-25,2014-04-01,15994.3,False,3526,3554,3377
442,442,2014-09-26,2015-07-29,2014-04-01,16010.4,False,3555,3861,3377
443,443,2015-07-30,2016-07-28,2014-04-01,15901.5,False,3862,4226,3377
444,444,2016-07-29,2017-07-27,2014-04-01,15900.8,False,4227,4590,3377
445,445,2017-07-28,2017-10-26,2014-04-01,15935.8,False,4591,4681,3377
446,446,2017-10-27,2018-07-26,2014-04-01,15935.825,False,4682,4954,3377
447,447,2018-07-27,2019-07-25,2014-04-01,16830.111,False,4955,5318,3377
448,448,2019-07-26,2021-07-28,2014-04-01,16841.475,False,5319,6052,3377
449,449,2021-07-29,2023-09-27,2014-04-01,16868.109,False,6053,6843,3377
450,450,2023-09-28,2025-02-11,2014-04-01,18185.911,False,6844,7346,3377
451,451,2014-10-30,2014-11-24,2014-07-01,16150.6,False,3589,3614,3468
452,452,2014-11-25,2014-12-22,2014-07-01,16164.1,False,3615,3642,3468
453,453,2014-12-23,2015-07-29,2014-07-01,16205.6,False,3643,3861,3468
454,454,2015-07-30,2016-07-28,2014-07-01,16068.8,False,3862,4226,3468
455,455,2016-07-29,2017-07-27,2014-07-01,16094.5,False,4227,4590,3468
456,456,2017-07-28,2017-10-26,2014-07-01,16139.5,False,4591,4681,3468
457,457,2017-10-27,2018-07-26,2014-07-01,16139.513,False,4682,4954,3468
458,458,2018-07-27,2019-07-25,2014-07-01,17033.572,False,4955,5318,3468
459,459,2019-07-26,2021-07-28,2014-07-01,17047.098,False,5319,6052,3468
460,460,2021-07-29,2023-09-27,2014-07-01,17064.616,False,6053,6843,3468
461,461,2023-09-28,2025-02-11,2014-07-01,18406.941,False,6844,7346,3468
462,462,2015-01-30,2015-02-26,2014-10-01,16311.6,False,3681,3708,3560
463,463,2015-02-27,2015-03-26,2014-10-01,16293.7,False,3709,3736,3560
464,464,2015-03-27,2015-07-29,2014-10-01,16294.7,False,3737,3861,3560
465,465,2015-07-30,2016-07-28,2014-10-01,16151.4,False,3862,4226,3560
466,466,2016-07-29,2017-07-27,2014-10-01,16186.7,False,4227,4590,3560
467,467,2017-07-28,2017-10-26,2014-10-01,16220.2,False,4591,4681,3560
468,468,2017-10-27,2018-07-26,2014-10-01,16220.222,False,4682,4954,3560
469,469,2018-07-27,2019-07-25,2014-10-01,17113.945,False,4955,5318,3560
470,470,2019-07-26,2021-07-28,2014-10-01,17143.038,False,5319,6052,3560
471,471,2021-07-29,2023-09-27,2014-10-01,17141.235,False,6053,6843,3560
472,472,2023-09-28,2025-02-11,2014-10-01,18500.031,False,6844,7346,3560
473,473,2015-04-29,2015-05-28,2015-01-01,16304.8,False,3770,3799,3652
474,474,2015-05-29,2015-06-23,2015-01-01,16264.1,False,3800,3825,3652
475,475,2015-06-24,2015-07-29,2015-01-01,16287.7,False,3826,3861,3652
476,476,2015-07-30,2016-07-28,2015-01-01,16177.3,False,3862,4226,3652
477,477,2016-07-29,2017-07-27,2015-01-01,16269.0,False,4227,4590,3652
478,478,2017-07-28,2017-10-26,2015-01-01,16350.0,False,4591,4681,3652
479,479,2017-10-27,2018-07-26,2015-01-01,16349.97,False,4682,4954,3652
480,480,2018-07-27,2019-07-25,2015-01-01,17254.744,False,4955,5318,3652
481,481,2019-07-26,2020-07-29,2015-01-01,17277.58,False,5319,5688,3652
482,482,2020-07-30,2021-07-28,2015-01-01,17305.752,False,5689,6052,3652
483,483,2021-07-29,2023-09-27,2015-01-01,17280.647,False,6053,6843,3652
484,484,2023-09-28,2025-02-11,2015-01-01,18666.621,False,6844,7346,3652
485,485,2015-07-30,2015-08-26,2015-04-01,16270.4,False,3862,3889,3742
486,486,2015-08-27,2015-09-24,2015-04-01,16324.3,False,3890,3918,3742
487,487,2015-09-25,2016-07-28,2015-04-01,16333.6,False,3919,4226,3742
488,488,2016-07-29,2017-07-27,2015-04-01,16374.2,False,4227,4590,3742
489,489,2017-07-28,2017-10-26,2015-04-01,16460.9,False,4591,4681,3742
490,490,2017-10-27,2018-07-26,2015-04-01,16460.889,False,4682,4954,3742
491,491,2018-07-27,2019-07-25,2015-04-01,17397.029,False,4955,5318,3742
492,492,2019-07-26,2020-07-29,2015-04-01,17405.669,False,5319,5688,3742
493,493,2020-07-30,2021-07-28,2015-04-01,17422.845,False,5689,6052,3742
494,494,2021-07-29,2023-09-27,2015-04-01,17380.875,False,6053,6843,3742
495,495,2023-09-28,2025-02-11,2015-04-01,18782.243,False,6844,7346,3742
496,496,2015-10-29,2015-11-23,2015-07-01,16394.2,False,3953,3978,3833
497,497,2015-11-24,2015-12-21,2015-07-01,16417.8,False,3979,4006,3833
498,498,2015-12-22,2016-07-28,2015-07-01,16414.0,False,4007,4226,3833
499,499,2016-07-29,2017-07-27,2015-07-01,16454.9,False,4227,4590,3833
500,500,2017-07-28,2017-10-26,2015-07-01,16527.6,False,4591,4681,3833
501,501,2017-10-27,2018-07-26,2015-07-01,16527.587,False,4682,4954,3833
502,502,2018-07-27,2019-07-25,2015-07-01,17438.802,False,4955,5318,3833
503,503,2019-07-26,2020-07-29,2015-07-01,17463.222,False,5319,5688,3833
504,504,2020-07-30,2021-07-28,2015-07-01,17486.021,False,5689,6052,3833
505,505,2021-07-29,2023-09-27,2015-07-01,17437.08,False,6053,6843,3833
506,506,2023-09-28,2025-02-11,2015-07-01,18857.418,False,6844,7346,3833
507,507,2016-01-29,2016-02-25,2015-10-01,16442.3,False,4045,4072,3925
508,508,2016-02-26,2016-03-24,2015-10-01,16455.1,False,4073,4100,3925
509,509,2016-03-25,2016-07-28,2015-10-01,16470.6,False,4101,4226,3925
510,510,2016-07-29,2017-07-27,2015-10-01,16490.7,False,4227,4590,3925
511,511,2017-07-28,2017-10-26,2015-10-01,16547.6,False,4591,4681,3925
512,512,2017-10-27,2018-07-26,2015-10-01,16547.619,False,4682,4954,3925
513,513,2018-07-27,2019-07-25,2015-10-01,17456.225,False,4955,5318,3925
514,514,2019-07-26,2020-07-29,2015-10-01,17468.902,False,5319,5688,3925
515,515,2020-07-30,2021-07-28,2015-10-01,17514.062,False,5689,6052,3925
516,516,2021-07-29,2023-09-27,2015-10-01,17462.579,False,6053,6843,3925
517,517,2023-09-28,2025-02-11,2015-10-01,18892.206,False,6844,7346,3925
518,518,2016-04-28,2016-05-26,2016-01-01,16492.7,False,4135,4163,4017
519,519,2016-05-27,2016-06-27,2016-01-01,16505.1,False,4164,4195,4017
520,520,2016-06-28,2016-07-28,2016-01-01,16514.6,False,4196,4226,4017
521,521,2016-07-29,2017-07-27,2016-01-01,16525.0,False,4227,4590,4017
522,522,2017-07-28,2017-10-26,2016-01-01,16571.6,False,4591,4681,4017
523,523,2017-10-27,2018-07-26,2016-01-01,16571.573,False,4682,4954,4017
524,524,2018-07-27,2019-07-25,2016-01-01,17523.374,False,4955,5318,4017
525,525,2019-07-26,2020-07-29,2016-01-01,17556.839,False,5319,5688,4017
526,526,2020-07-30,2021-07-28,2016-01-01,17613.264,False,5689,6052,4017
527,527,2021-07-29,2023-09-27,2016-01-01,17565.465,False,6053,6843,4017
528,528,2023-09-28,2025-02-11,2016-01-01,19001.69,False,6844,7346,4017
529,529,2016-07-29,2016-08-25,2016-04-01,16575.1,False,4227,4254,4108
530,530,2016-08-26,2016-09-28,2016-04-01,16570.2,False,4255,4288,4108
531,531,2016-09-29,2017-07-27,2016-04-01,16583.1,False,4289,4590,4108
532,532,2017-07-28,2017-10-26,2016-04-01,16663.5,False,4591,4681,4108
533,533,2017-10-27,2018-07-26,2016-04-01,16663.516,False,4682,4954,4108
534,534,2018-07-27,2019-07-25,2016-04-01,17622.486,False,4955,5318,4108
535,535,2019-07-26,2020-07-29,2016-04-01,17639.417,False,5319,5688,4108
536,536,2020-07-30,2021-07-28,2016-04-01,17668.203,False,5689,6052,4108
537,537,2021-07-29,2023-09-27,2016-04-01,17618.581,False,6053,6843,4108
538,538,2023-09-28,2025-02-11,2016-04-01,19062.709,False,6844,7346,4108
539,539,2016-10-28,2016-11-28,2016-07-01,16702.1,False,4318,4349,4199
540,540,2016-11-29,2016-12-21,2016-07-01,16712.5,False,4350,4372,4199
541,541,2016-12-22,2017-07-27,2016-07-01,16727.0,False,4373,4590,4199
542,542,2017-07-28,2017-10-26,2016-07-01,16778.1,False,4591,4681,4199
543,543,2017-10-27,2018-07-26,2016-07-01,16778.148,False,4682,4954,4199
544,544,2018-07-27,2019-07-25,2016-07-01,17706.705,False,4955,5318,4199
545,545,2019-07-26,2020-07-29,2016-07-01,17735.074,False,5319,5688,4199
546,546,2020-07-30,2021-07-28,2016-07-01,17764.388,False,5689,6052,4199
547,547,2021-07-29,2023-09-27,2016-07-01,17724.489,False,6053,6843,4199
548,548,2023-09-28,2025-02-11,2016-07-01,19197.938,False,6844,7346,4199
549,549,2017-01-27,2017-02-27,2016-10-01,16804.8,False,4409,4440,4291
550,550,2017-02-28,2017-03-29,2016-10-01,16804.1,False,4441,4470,4291
551,551,2017-03-30,2017-07-27,2016-10-01,16813.3,False,4471,4590,4291
552,552,2017-07-28,2017-10-26,2016-10-01,16851.4,False,4591,4681,4291
553,553,2017-10-27,2018-07-26,2016-10-01,16851.42,False,4682,4954,4291
554,554,2018-07-27,2019-07-25,2016-10-01,17784.185,False,4955,5318,4291
555,555,2019-07-26,2020-07-29,2016-10-01,17824.231,False,5319,5688,4291
556,556,2020-07-30,2021-07-28,2016-10-01,17876.179,False,5689,6052,4291
557,557,2021-07-29,2023-09-27,2016-10-01,17812.56,False,6053,6843,4291
558,558,2023-09-28,2025-02-11,2016-10-01,19304.352,False,6844,7346,4291
559,559,2017-04-28,2017-05-25,2017-01-01,16842.4,False,4500,4527,4383
560,560,2017-05-26,2017-06-28,2017-01-01,16861.6,False,4528,4561,4383
561,561,2017-06-29,2017-07-27,2017-01-01,16872.8,False,4562,4590,4383
562,562,2017-07-28,2017-10-26,2017-01-01,16903.2,False,4591,4681,4383
563,563,2017-10-27,2018-07-26,2017-01-01,16903.24,False,4682,4954,4383
564,564,2018-07-27,2019-07-25,2017-01-01,17863.023,False,4955,5318,4383
565,565,2019-07-26,2020-07-29,2017-01-01,17925.256,False,5319,5688,4383
566,566,2020-07-30,2021-07-28,2017-01-01,17977.299,False,5689,6052,4383
567,567,2021-07-29,2022-09-28,2017-01-01,17896.623,False,6053,6479,4383
568,568,2022-09-29,2023-09-27,2017-01-01,17889.094,False,6480,6843,4383
569,569,2023-09-28,2025-02-11,2017-01-01,19398.343,False,6844,7346,4383
570,570,2017-07-28,2017-08-29,2017-04-01,17010.7,False,4591,4623,4473
571,571,2017-08-30,2017-09-27,2017-04-01,17030.0,False,4624,4652,4473
572,572,2017-09-28,2017-10-26,2017-04-01,17031.1,False,4653,4681,4473
573,573,2017-10-27,2018-07-26,2017-04-01,17031.085,False,4682,4954,4473
574,574,2018-07-27,2019-07-25,2017-04-01,17995.15,False,4955,5318,4473
575,575,2019-07-26,2020-07-29,2017-04-01,18021.048,False,5319,5688,4473
576,576,2020-07-30,2021-07-28,2017-04-01,18054.052,False,5689,6052,4473
577,577,2021-07-29,2022-09-28,2017-04-01,17996.802,False,6053,6479,4473
578,578,2022-09-29,2023-09-27,2017-04-01,17979.218,False,6480,6843,4473
579,579,2023-09-28,2025-02-11,2017-04-01,19506.949,False,6844,7346,4473
580,580,2017-10-27,2017-11-28,2017-07-01,17156.946,False,4682,4714,4564
581,581,2017-11-29,2017-12-20,2017-07-01,17169.733,False,4715,4736,4564
582,582,2017-12-21,2018-07-26,2017-07-01,17163.894,False,4737,4954,4564
583,583,2018-07-27,2019-07-25,2017-07-01,18120.843,False,4955,5318,4564
584,584,2019-07-26,2020-07-29,2017-07-01,18163.558,False,5319,5688,4564
585,585,2020-07-30,2021-07-28,2017-07-01,18185.636,False,5689,6052,4564
586,586,2021-07-29,2022-09-28,2017-07-01,18126.226,False,6053,6479,4564
587,587,2022-09-29,2023-09-27,2017-07-01,18127.994,False,6480,6843,4564
588,588,2023-09-28,2025-02-11,2017-07-01,19660.766,False,6844,7346,4564
589,589,2018-01-26,2018-02-27,2017-10-01,17272.468,False,4773,4805,4656
590,590,2018-02-28,2018-03-27,2017-10-01,17271.702,False,4806,4833,4656
591,591,2018-03-28,2018-07-26,2017-10-01,17286.497,False,4834,4954,4656
592,592,2018-07-27,2019-07-25,2017-10-01,18223.758,False,4955,5318,4656
593,593,2019-07-26,2020-07-29,2017-10-01,18322.464,False,5319,5688,4656
594,594,2020-07-30,2021-07-28,2017-10-01,18359.432,False,5689,6052,4656
595,595,2021-07-29,2022-09-28,2017-10-01,18296.685,False,6053,6479,4656
596,596,2022-09-29,2023-09-27,2017-10-01,18310.3,False,6480,6843,4656
597,597,2023-09-28,2025-02-11,2017-10-01,19882.352,False,6844,7346,4656
598,598,2018-04-27,2018-05-29,2018-01-01,17385.831,False,4864,4896,4748
599,599,2018-05-30,2018-06-27,2018-01-01,17379.728,False,4897,4925,4748
600,600,2018-06-28,2018-07-26,2018-01-01,17371.854,False,4926,4954,4748
601,601,2018-07-27,2019-07-25,2018-01-01,18323.963,False,4955,5318,4748
602,602,2019-07-26,2020-07-29,2018-01-01,18438.254,False,5319,5688,4748
603,603,2020-07-30,2021-07-28,2018-01-01,18530.483,False,5689,6052,4748
604,604,2021-07-29,2022-09-28,2018-01-01,18436.262,False,6053,6479,4748
605,605,2022-09-29,2023-09-27,2018-01-01,18437.127,False,6480,6843,4748
606,606,2023-09-28,2025-02-11,2018-01-01,20044.077,False,6844,7346,4748
607,607,2018-07-27,2018-08-28,2018-04-01,18507.2,False,4955,4987,4838
608,608,2018-08-29,2018-09-26,2018-04-01,18514.595,False,4988,5016,4838
609,609,2018-09-27,2019-07-25,2018-04-01,18511.576,False,5017,5318,4838
610,610,2019-07-26,2020-07-29,2018-04-01,18598.135,False,5319,5688,4838
611,611,2020-07-30,2021-07-28,2018-04-01,18654.383,False,5689,6052,4838
612,612,2021-07-29,2022-09-28,2018-04-01,18590.004,False,6053,6479,4838
613,613,2022-09-29,2023-09-27,2018-04-01,18565.697,False,6480,6843,4838
614,614,2023-09-28,2025-02-11,2018-04-01,20150.476,False,6844,7346,4838
615,615,2018-10-26,2018-11-27,2018-07-01,18671.497,False,5046,5078,4929
616,616,2018-11-28,2018-12-20,2018-07-01,18671.65,False,5079,5101,4929
617,617,2018-12-21,2019-07-25,2018-07-01,18664.973,False,5102,5318,4929
618,618,2019-07-26,2020-07-29,2018-07-01,18732.72,False,5319,5688,4929
619,619,2020-07-30,2021-07-28,2018-07-01,18752.355,False,5689,6052,4929
620,620,2021-07-29,2022-09-28,2018-07-01,18679.599,False,6053,6479,4929
621,621,2022-09-29,2023-09-27,2018-07-01,18699.748,False,6480,6843,4929
622,622,2023-09-28,2025-02-11,2018-07-01,20276.154,False,6844,7346,4929
623,623,2019-02-28,2019-03-27,2018-10-01,18784.632,False,5171,5198,5021
624,624,2019-03-28,2019-07-25,2018-10-01,18765.256,False,5199,5318,5021
625,625,2019-07-26,2020-07-29,2018-10-01,18783.548,False,5319,5688,5021
626,626,2020-07-30,2021-07-28,2018-10-01,18813.923,False,5689,6052,5021
627,627,2021-07-29,2022-09-28,2018-10-01,18721.281,False,6053,6479,5021
628,628,2022-09-29,2023-09-27,2018-10-01,18733.741,False,6480,6843,5021
629,629,2023-09-28,2025-02-11,2018-10-01,20304.874,False,6844,7346,5021
630,630,2019-04-26,2019-05-29,2019-01-01,18912.326,False,5228,5261,5113
631,631,2019-05-30,2019-06-26,2019-01-01,18907.517,False,5262,5289,5113
632,632,2019-06-27,2019-07-25,2019-01-01,18910.332,False,5290,5318,5113
633,633,2019-07-26,2020-07-29,2019-01-01,18927.281,False,5319,5688,5113
634,634,2020-07-30,2021-07-28,2019-01-01,18950.347,False,5689,6052,5113
635,635,2021-07-29,2022-09-28,2019-01-01,18833.195,False,6053,6479,5113
636,636,2022-09-29,2023-09-27,2019-01-01,18835.411,False,6480,6843,5113
637,637,2023-09-28,2024-09-25,2019-01-01,20415.15,False,6844,7207,5113
638,638,2024-09-26,2025-02-11,2019-01-01,20431.641,False,7208,7346,5113
639,639,2019-07-26,2019-08-28,2019-04-01,19023.82,False,5319,5352,5203
640,640,2019-08-29,2019-09-25,2019-04-01,19023.022,False,5353,5380,5203
641,641,2019-09-26,2020-07-29,2019-04-01,19021.86,False,5381,5688,5203
642,642,2020-07-30,2021-07-28,2019-04-01,19020.599,False,5689,6052,5203
643,643,2021-07-29,2022-09-28,2019-04-01,18982.528,False,6053,6479,5203
644,644,2022-09-29,2023-09-27,2019-04-01,18962.175,False,6480,6843,5203
645,645,2023-09-28,2024-09-25,2019-04-01,20584.528,False,6844,7207,5203
646,646,2024-09-26,2025-02-11,2019-04-01,20602.275,False,7208,7346,5203
647,647,2019-10-30,2019-11-26,2019-07-01,19112.542,False,5415,5442,5294
648,648,2019-11-27,2019-12-19,2019-07-01,19122.06,False,5443,5465,5294
649,649,2019-12-20,2020-07-29,2019-07-01,19121.112,False,5466,5688,5294
650,650,2020-07-30,2021-07-28,2019-07-01,19141.744,False,5689,6052,5294
651,651,2021-07-29,2022-09-28,2019-07-01,19112.653,False,6053,6479,5294
652,652,2022-09-29,2023-09-27,2019-07-01,19130.932,False,6480,6843,5294
653,653,2023-09-28,2024-09-25,2019-07-01,20817.581,False,6844,7207,5294
654,654,2024-09-26,2025-02-11,2019-07-01,20843.322,False,7208,7346,5294
655,655,2020-01-30,2020-02-26,2019-10-01,19219.767,False,5507,5534,5386
656,656,2020-02-27,2020-03-25,2019-10-01,19220.49,False,5535,5562,5386
657,657,2020-03-26,2020-07-29,2019-10-01,19221.97,False,5563,5688,5386
658,658,2020-07-30,2021-07-28,2019-10-01,19253.959,False,5689,6052,5386
659,659,2021-07-29,2022-09-28,2019-10-01,19202.31,False,6053,6479,5386
660,660,2022-09-29,2023-09-27,2019-10-01,19215.691,False,6480,6843,5386
661,661,2023-09-28,2024-09-25,2019-10-01,20951.088,False,6844,7207,5386
662,662,2024-09-26,2025-02-11,2019-10-01,20985.448,False,7208,7346,5386
663,663,2020-04-29,2020-05-27,2020-01-01,18987.877,False,5597,5625,5478
664,664,2020-05-28,2020-06-24,2020-01-01,18974.702,False,5626,5653,5478
665,665,2020-06-25,2020-07-29,2020-01-01,18977.363,False,5654,5688,5478
666,666,2020-07-30,2021-07-28,2020-01-01,19010.848,False,5689,6052,5478
667,667,2021-07-29,2022-09-28,2020-01-01,18951.992,False,6053,6479,5478
668,668,2022-09-29,2023-09-27,2020-01-01,18989.877,False,6480,6843,5478
669,669,2023-09-28,2024-09-25,2020-01-01,20665.553,False,6844,7207,5478
670,670,2024-09-26,2025-02-11,2020-01-01,20693.238,False,7208,7346,5478
671,671,2020-07-30,2020-08-26,2020-04-01,17205.822,False,5689,5716,5569
672,672,2020-08-27,2020-09-29,2020-04-01,17282.188,False,5717,5750,5569
673,673,2020-09-30,2021-07-28,2020-04-01,17302.511,False,5751,6052,5569
674,674,2021-07-29,2022-09-28,2020-04-01,17258.205,False,6053,6479,5569
675,675,2022-09-29,2023-09-27,2020-04-01,17378.712,False,6480,6843,5569
676,676,2023-09-28,2024-09-25,2020-04-01,19034.83,False,6844,7207,5569
677,677,2024-09-26,2025-02-11,2020-04-01,19056.617,False,7208,7346,5569
678,678,2020-10-29,2020-11-24,2020-07-01,18583.984,False,5780,5806,5660
679,679,2020-11-25,2020-12-21,2020-07-01,18583.501,False,5807,5833,5660
680,680,2020-12-22,2021-07-28,2020-07-01,18596.521,False,5834,6052,5660
681,681,2021-07-29,2022-09-28,2020-07-01,18560.774,False,6053,6479,5660
682,682,2022-09-29,2023-09-27,2020-07-01,18743.72,False,6480,6843,5660
683,683,2023-09-28,2024-09-25,2020-07-01,20511.785,False,6844,7207,5660
684,684,2024-09-26,2025-02-11,2020-07-01,20548.793,False,7208,7346,5660
685,685,2021-01-28,2021-02-24,2020-10-01,18780.325,False,5871,5898,5752
686,686,2021-02-25,2021-03-24,2020-10-01,18783.902,False,5899,5926,5752
687,687,2021-03-25,2021-07-28,2020-10-01,18794.426,False,5927,6052,5752
688,688,2021-07-29,2022-09-28,2020-10-01,18767.778,False,6053,6479,5752
689,689,2022-09-29,2023-09-27,2020-10-01,18924.262,False,6480,6843,5752
690,690,2023-09-28,2024-09-25,2020-10-01,20724.128,False,6844,7207,5752
691,691,2024-09-26,2025-02-11,2020-10-01,20771.691,False,7208,7346,5752
692,692,2021-04-29,2021-05-26,2021-01-01,19087.568,False,5962,5989,5844
693,693,2021-05-27,2021-06-23,2021-01-01,19088.064,False,5990,6017,5844
694,694,2021-06-24,2021-07-28,2021-01-01,19086.375,False,6018,6052,5844
695,695,2021-07-29,2022-09-28,2021-01-01,19055.655,False,6053,6479,5844
696,696,2022-09-29,2023-09-27,2021-01-01,19216.224,False,6480,6843,5844
697,697,2023-09-28,2024-09-25,2021-01-01,20990.541,False,6844,7207,5844
