Date,加權指數,波段低點區間,波段高點區間
2009/1/19,4366.76,1,0
2009/1/20,4242.61,1,0
2009/1/21,4247.97,1,0
2009/2/2,4259.98,1,0
2009/2/3,4372.81,1,0
2009/2/4,4389.97,1,0
2009/2/5,4363.25,1,0
2009/2/6,4471.25,1,0
2009/2/9,4494.59,1,0
2009/2/10,4526.1,1,0
2009/2/11,4575.95,1,0
2009/2/12,4466.42,1,0
2009/2/13,4592.5,1,0
2009/2/16,4591.26,1,0
2009/2/17,4491.78,1,0
2009/2/18,4498.37,1,0
2009/2/19,4528.87,1,0
2009/2/20,4436.94,1,0
2009/2/23,4477.78,1,0
2009/2/24,4430.18,1,0
2009/2/25,4493.74,1,0
2009/2/26,4518.56,1,0
2009/2/27,4557.15,1,0
2009/3/2,4425.83,1,0
2009/3/3,4435.34,1,0
2009/3/4,4541.42,1,0
2009/3/5,4637.2,0,0
2009/3/6,4653.63,0,0
2009/3/9,4628.24,0,0
2009/3/10,4671.02,0,0
2009/3/11,4759.96,0,0
2009/3/12,4754.65,0,0
2009/3/13,4897.39,0,0
2009/3/16,4971.32,0,0
2009/3/17,5041.39,0,0
2009/3/18,5047.54,0,0
2009/3/19,5035.93,0,0
2009/3/20,4961.62,0,0
2009/3/23,5124.18,0,0
2009/3/24,5242.18,0,0
2009/3/25,5346.38,0,0
2009/3/26,5386.56,0,0
2009/3/27,5390.7,0,0
2009/3/30,5206.05,0,0
2009/3/31,5210.84,0,0
2009/4/1,5314.45,0,0
2009/4/2,5473.78,0,0
2009/4/3,5529.63,0,0
2009/4/6,5556.22,0,0
2009/4/7,5576.85,0,0
2009/4/8,5443.56,0,0
2009/4/9,5667.8,0,0
2009/4/10,5781.96,0,0
2009/4/13,5857.64,0,0
2009/4/14,5892.68,0,0
2009/4/15,5875.19,0,0
2009/4/16,5997.17,0,0
2009/4/17,5755.38,0,0
2009/4/20,5781.66,0,0
2009/4/21,5881.41,0,0
2009/4/22,5886.11,0,0
2009/4/23,5875.24,0,0
2009/4/24,5880.77,0,0
2009/4/27,5705.05,0,0
2009/4/28,5596.73,0,0
2009/4/29,5614.06,0,0
2009/4/30,5992.57,0,0
2009/5/4,6330.4,0,0
2009/5/5,6379.94,0,0
2009/5/6,6566.7,0,0
2009/5/7,6572.87,0,0
2009/5/8,6583.87,0,0
2009/5/11,6647.5,0,0
2009/5/12,6432.55,0,0
2009/5/13,6485.14,0,0
2009/5/14,6364.17,0,0
2009/5/15,6489.09,0,0
2009/5/18,6577.81,0,0
2009/5/19,6655.59,0,0
2009/5/20,6703.62,0,0
2009/5/21,6718.81,0,0
2009/5/22,6737.29,0,0
2009/5/25,6734.46,0,0
2009/5/26,6683.11,0,0
2009/5/27,6890.44,0,0
2009/6/1,6954.1,0,0
2009/6/2,6949.08,0,0
2009/6/3,6893.14,0,0
2009/6/4,6786.06,0,0
2009/6/5,6767.1,0,0
2009/6/6,6856.74,0,0
2009/6/8,6628.02,0,0
2009/6/9,6414.39,0,0
2009/6/10,6462.27,0,0
2009/6/11,6567.37,0,0
2009/6/12,6448.23,0,0
2009/6/15,6225.56,0,0
2009/6/16,6220.81,0,0
2009/6/17,6195.91,0,0
2009/6/18,6144.53,0,0
2009/6/19,6231.15,0,0
2009/6/22,6341.21,0,0
2009/6/23,6197.47,0,0
2009/6/24,6380.08,0,0
2009/6/25,6457.61,0,0
2009/6/26,6463.56,0,0
2009/6/29,6391.15,0,0
2009/6/30,6432.16,0,0
2009/7/1,6578.97,0,0
2009/7/2,6667.53,0,0
2009/7/3,6665.4,0,0
2009/7/6,6649.91,0,0
2009/7/7,6715.22,0,0
2009/7/8,6668.14,0,0
2009/7/9,6748.18,0,0
2009/7/10,6769.86,0,0
2009/7/13,6530.82,0,0
2009/7/14,6639.41,0,0
2009/7/15,6738.6,0,0
2009/7/16,6780.3,0,0
2009/7/17,6850.99,0,0
2009/7/20,6938.86,0,0
2009/7/21,6953.34,0,0
2009/7/22,6985.32,0,0
2009/7/23,6980.88,0,0
2009/7/24,6973.28,0,0
2009/7/27,7028.43,0,0
2009/7/28,7142.63,0,0
2009/7/29,7083.63,0,0
2009/7/30,7027.11,0,0
2009/7/31,7077.71,0,0
2009/8/3,7056.71,0,0
2009/8/4,6955.87,0,0
2009/8/5,6848.24,0,0
2009/8/6,6868.65,0,0
2009/8/10,6882.87,0,0
2009/8/11,6909.02,0,0
2009/8/12,6898.9,0,0
2009/8/13,7034.96,0,0
2009/8/14,7069.51,0,0
2009/8/17,6931.8,0,0
2009/8/18,6789.77,0,0
2009/8/19,6788.58,0,0
2009/8/20,6733.23,0,0
2009/8/21,6654.8,0,0
2009/8/24,6838.25,0,0
2009/8/25,6809.41,0,0
2009/8/26,6719.21,0,0
2009/8/27,6690.75,0,0
2009/8/28,6809.86,0,0
2009/8/31,6825.95,0,0
2009/9/1,7019.75,0,0
2009/9/2,7039.77,0,0
2009/9/3,7104.65,0,0
2009/9/4,7153.13,0,0
2009/9/7,7224.59,0,0
2009/9/8,7313.99,0,0
2009/9/9,7250.72,0,0
2009/9/10,7332.08,0,0
2009/9/11,7337.14,0,0
2009/9/14,7256.95,0,0
2009/9/15,7346.26,0,0
2009/9/16,7440.24,0,0
2009/9/17,7477.3,0,0
2009/9/18,7526.55,0,0
2009/9/21,7502.46,0,0
2009/9/22,7469.03,0,0
2009/9/23,7376.76,0,0
2009/9/24,7324.22,0,0
2009/9/25,7345.22,0,0
2009/9/28,7284.61,0,0
2009/9/29,7429.98,0,0
2009/9/30,7509.17,0,0
2009/10/1,7545.29,0,0
2009/10/2,7411.88,0,0
2009/10/5,7437.98,0,0
2009/10/6,7536.05,0,0
2009/10/7,7608.66,0,0
2009/10/8,7503.31,0,0
2009/10/9,7571.96,0,0
2009/10/12,7599.88,0,0
2009/10/13,7596.6,0,0
2009/10/14,7695.75,0,0
2009/10/15,7710.4,0,0
2009/10/16,7715.1,0,0
2009/10/19,7751.32,0,0
2009/10/20,7753.52,0,0
2009/10/21,7701.5,0,0
2009/10/22,7607.93,0,0
2009/10/23,7649.28,0,0
2009/10/26,7668.4,0,0
2009/10/27,7657.34,0,0
2009/10/28,7533.95,0,0
2009/10/29,7355.69,0,0
2009/10/30,7340.08,0,0
2009/11/2,7335.18,0,0
2009/11/3,7322.93,0,0
2009/11/4,7467.04,0,0
2009/11/5,7417.46,0,0
2009/11/6,7463.05,0,0
2009/11/9,7536.7,0,0
2009/11/10,7593.49,0,0
2009/11/11,7668.06,0,0
2009/11/12,7670.93,0,0
2009/11/13,7665.63,0,0
2009/11/16,7792.68,0,0
2009/11/17,7733.21,0,0
2009/11/18,7766.69,0,0
2009/11/19,7759.98,0,0
2009/11/20,7682.97,0,0
2009/11/23,7687.15,0,0
2009/11/24,7714.56,0,0
2009/11/25,7756.31,0,0
2009/11/26,7739.16,0,0
2009/11/27,7490.91,0,0
2009/11/30,7582.21,0,0
2009/12/1,7649.23,0,0
2009/12/2,7677.62,0,0
2009/12/3,7684.67,0,0
2009/12/4,7650.91,0,0
2009/12/7,7775.64,0,0
2009/12/8,7768.71,0,0
2009/12/9,7797.42,0,0
2009/12/10,7677.91,0,0
2009/12/11,7795.07,0,0
2009/12/14,7819.13,0,0
2009/12/15,7807.62,0,0
2009/12/16,7751.6,0,0
2009/12/17,7742.17,0,0
2009/12/18,7753.63,0,0
2009/12/21,7787.27,0,0
2009/12/22,7856,0,0
2009/12/23,7901.5,0,0
2009/12/24,7963.54,0,0
2009/12/25,7972.59,0,0
2009/12/28,8057.49,0,0
2009/12/29,8053.83,0,0
2009/12/30,8112.28,0,0
2009/12/31,8188.11,0,0
2010/1/4,8207.85,0,0
2010/1/5,8211.4,0,0
2010/1/6,8327.62,0,0
2010/1/7,8237.42,0,0
2010/1/8,8280.9,0,0
2010/1/11,8323.82,0,0
2010/1/12,8309.37,0,0
2010/1/13,8196.56,0,0
2010/1/14,8289.98,0,0
2010/1/15,8356.89,0,0
2010/1/18,8337.82,0,0
2010/1/19,8249,0,0
2010/1/20,8220.93,0,0
2010/1/21,8127.87,0,0
2010/1/22,7927.31,0,0
2010/1/25,7872.99,0,0
2010/1/26,7598.81,0,0
2010/1/27,7560.03,0,0
2010/1/28,7694.58,0,0
2010/1/29,7640.44,0,0
2010/2/1,7524.67,0,0
2010/2/2,7429.61,0,0
2010/2/3,7547.98,0,0
2010/2/4,7542.04,0,0
2010/2/5,7217.83,0,0
2010/2/6,7212.87,0,0
2010/2/8,7215.88,0,0
2010/2/9,7361.04,0,0
2010/2/10,7441.84,0,0
2010/2/22,7560.04,0,0
2010/2/23,7597.44,0,0
2010/2/24,7529.67,0,0
2010/2/25,7426.96,0,0
2010/2/26,7436.1,0,0
2010/3/1,7577.75,0,0
2010/3/2,7597.62,0,0
2010/3/3,7629.52,0,0
2010/3/4,7569.8,0,0
2010/3/5,7666.26,0,0
2010/3/8,7762.27,0,0
2010/3/9,7770.59,0,0
2010/3/10,7779.08,0,0
2010/3/11,7749.66,0,0
2010/3/12,7748.33,0,0
2010/3/15,7634.92,0,0
2010/3/16,7695.63,0,0
2010/3/17,7847.84,0,0
2010/3/18,7886.34,0,0
2010/3/19,7897.91,0,0
2010/3/22,7835.98,0,0
2010/3/23,7811.87,0,0
2010/3/24,7822.71,0,0
2010/3/25,7838.1,0,0
2010/3/26,7876.86,0,0
2010/3/29,7947.45,0,0
2010/3/30,7962.22,0,0
2010/3/31,7920.06,0,0
2010/4/1,8013.09,0,0
2010/4/2,8025.93,0,0
2010/4/6,8089.65,0,0
2010/4/7,8121.78,0,0
2010/4/8,8057.6,0,0
2010/4/9,8092.03,0,0
2010/4/12,8117.75,0,0
2010/4/13,8029.73,0,0
2010/4/14,8097.13,0,0
2010/4/15,8171.94,0,0
2010/4/16,8111.57,0,0
2010/4/19,7854.22,0,0
2010/4/20,7900.42,0,0
2010/4/21,7990.53,0,0
2010/4/22,7978.69,0,0
2010/4/23,8004.89,0,0
2010/4/26,8158.14,0,0
2010/4/27,8146.44,0,0
2010/4/28,8081.55,0,0
2010/4/29,8054.05,0,0
2010/4/30,8004.25,0,0
2010/5/3,7952.17,0,0
2010/5/4,7930.77,0,0
2010/5/5,7696.9,0,0
2010/5/6,7579.48,0,0
2010/5/7,7567.1,0,0
2010/5/10,7664.73,0,0
2010/5/11,7608.44,0,0
2010/5/12,7602.7,0,0
2010/5/13,7770.57,0,0
2010/5/14,7772.13,0,0
2010/5/17,7598.72,0,0
2010/5/18,7585.3,0,0
2010/5/19,7559.16,0,0
2010/5/20,7424.43,0,0
2010/5/21,7237.71,0,0
2010/5/24,7322.73,0,0
2010/5/25,7086.37,0,0
2010/5/26,7167.35,0,0
2010/5/27,7243.16,0,0
2010/5/28,7295.32,0,0
2010/5/31,7373.98,0,0
2010/6/1,7289.33,0,0
2010/6/2,7195.71,0,0
2010/6/3,7360.28,0,0
2010/6/4,7344.59,0,0
2010/6/7,7157.83,0,0
2010/6/8,7151.99,0,0
2010/6/9,7071.67,0,0
2010/6/10,7181.77,0,0
2010/6/11,7299.49,0,0
2010/6/14,7387.4,0,0
2010/6/15,7454.06,0,0
2010/6/17,7515.78,0,0
2010/6/18,7493.11,0,0
2010/6/21,7635.56,0,0
2010/6/22,7612.68,0,0
2010/6/23,7582.15,0,0
2010/6/24,7589.89,0,0
2010/6/25,7474.71,0,0
2010/6/28,7500.79,0,0
2010/6/29,7423.57,0,0
2010/6/30,7329.37,0,0
2010/7/1,7254.06,0,0
2010/7/2,7330.74,0,0
2010/7/5,7439.96,0,0
2010/7/6,7548.48,0,0
2010/7/7,7534.46,0,0
2010/7/8,7608.85,0,0
2010/7/9,7647.25,0,0
2010/7/12,7639.55,0,0
2010/7/13,7597.42,0,0
2010/7/14,7714.51,0,0
2010/7/15,7704.52,0,0
2010/7/16,7664.57,0,0
2010/7/19,7649.83,0,0
2010/7/20,7712.03,0,0
2010/7/21,7701.29,0,0
2010/7/22,7666.34,0,0
2010/7/23,7761.22,0,0
2010/7/26,7787.45,0,0
2010/7/27,7748.01,0,0
2010/7/28,7784.81,0,0
2010/7/29,7798.99,0,0
2010/7/30,7760.63,0,0
2010/8/2,7911.68,0,0
2010/8/3,7957.53,0,0
2010/8/4,7972.66,0,0
2010/8/5,7936.85,0,0
2010/8/6,7963.3,0,0
2010/8/9,8034.49,0,0
2010/8/10,7976.74,0,0
2010/8/11,7895.03,0,0
2010/8/12,7829.79,0,0
2010/8/13,7891.58,0,0
2010/8/16,7941.22,0,0
2010/8/17,7931.09,0,0
2010/8/18,7924.1,0,0
2010/8/19,7928.94,0,0
2010/8/20,7927.31,0,0
2010/8/23,7975.93,0,0
2010/8/24,7940.64,0,0
2010/8/25,7736.98,0,0
2010/8/26,7689.74,0,0
2010/8/27,7722.91,0,0
2010/8/30,7741.2,0,0
2010/8/31,7616.28,0,0
2010/9/1,7668.25,0,0
2010/9/2,7720.82,0,0
2010/9/3,7830.21,0,0
2010/9/6,7890.95,0,0
2010/9/7,7884.4,0,0
2010/9/8,7851.31,0,0
2010/9/9,7835.54,0,0
2010/9/10,7890.11,0,0
2010/9/13,8091.3,0,0
2010/9/14,8132.6,0,0
2010/9/15,8163.82,0,0
2010/9/16,8099.75,0,0
2010/9/17,8158.33,0,0
2010/9/20,8186.96,0,0
2010/9/21,8196.4,0,0
2010/9/23,8202.54,0,0
2010/9/24,8166.62,0,0
2010/9/27,8191.54,0,0
2010/9/28,8189.44,0,0
2010/9/29,8240.89,0,0
2010/9/30,8237.78,0,0
2010/10/1,8244.18,0,0
2010/10/4,8246.1,0,0
2010/10/5,8200.43,0,0
2010/10/6,8284.03,0,0
2010/10/7,8283.92,0,0
2010/10/8,8244.19,0,0
2010/10/11,8176.76,0,0
2010/10/12,8090.22,0,0
2010/10/13,8106.66,0,0
2010/10/14,8215.45,0,0
2010/10/15,8205.3,0,0
2010/10/18,8060.54,0,0
2010/10/19,8046.23,0,0
2010/10/20,8124.62,0,0
2010/10/21,8131.23,0,0
2010/10/22,8168.06,0,0
2010/10/25,8306.98,0,0
2010/10/26,8343.23,0,0
2010/10/27,8291.04,0,0
2010/10/28,8354.05,0,1
2010/10/29,8287.09,0,1
2010/11/1,8379.75,0,1
2010/11/2,8344.76,0,1
2010/11/3,8293.9,0,1
2010/11/4,8357.85,0,1
2010/11/5,8449.34,0,1
2010/11/8,8430.58,0,1
2010/11/9,8445.63,0,1
2010/11/10,8450.63,0,1
2010/11/11,8436.95,0,1
2010/11/12,8316.05,0,1
2010/11/15,8240.65,0,1
2010/11/16,8312.21,0,1
2010/11/17,8255.54,0,1
2010/11/18,8283.45,0,1
2010/11/19,8306.12,0,1
2010/11/22,8374.91,0,1
2010/11/23,8328.63,0,1
2010/11/24,8297.05,0,1
2010/11/25,8349.99,0,1
2010/11/26,8312.15,0,1
2010/11/29,8367.17,0,1
2010/11/30,8372.48,0,1
2010/12/1,8520.11,0,1
2010/12/2,8585.77,0,1
2010/12/3,8624.01,0,1
2010/12/6,8702.23,0,1
2010/12/7,8704.39,0,1
2010/12/8,8703.79,0,1
2010/12/9,8753.84,0,1
2010/12/10,8718.83,0,1
2010/12/13,8736.59,0,1
2010/12/14,8740.43,0,1
2010/12/15,8756.71,0,1
2010/12/16,8782.2,0,1
2010/12/17,8817.9,0,1
2010/12/20,8768.72,0,1
2010/12/21,8827.79,0,1
2010/12/22,8860.49,0,1
2010/12/23,8898.87,0,1
2010/12/24,8861.1,0,1
2010/12/27,8892.31,0,1
2010/12/28,8870.76,0,1
2010/12/29,8866.35,0,1
2010/12/30,8907.91,0,1
2010/12/31,8972.5,0,1
2011/1/3,9025.3,0,1
2011/1/4,8997.19,0,1
2011/1/5,8846.31,0,1
2011/1/6,8883.21,0,1
2011/1/7,8782.72,0,1
2011/1/10,8817.88,0,1
2011/1/11,8931.36,0,1
2011/1/12,8965,0,1
2011/1/13,8975.58,0,1
2011/1/14,8972.51,0,1
2011/1/17,8925.09,0,1
2011/1/18,8988,0,1
2011/1/19,9086.02,0,1
2011/1/20,9022.17,0,1
2011/1/21,8954.38,0,1
2011/1/24,8947.79,0,1
2011/1/25,8991.39,0,1
2011/1/26,9055.59,0,1
2011/1/27,9102.33,0,1
2011/1/28,9145.35,0,1
2011/2/8,9111.46,0,1
2011/2/9,9006.82,0,1
2011/2/10,8836.56,0,1
2011/2/11,8609.86,0,1
2011/2/14,8685.47,0,1
2011/2/15,8721.93,0,1
2011/2/16,8712.96,0,1
2011/2/17,8683.88,0,1
2011/2/18,8843.84,0,1
2011/2/21,8839.22,0,1
2011/2/22,8673.67,0,1
2011/2/23,8528.94,0,1
2011/2/24,8541.64,0,1
2011/2/25,8599.65,0,1
2011/3/1,8727.56,0,1
2011/3/2,8619.9,0,1
2011/3/3,8738.37,0,1
2011/3/4,8784.4,0,1
2011/3/7,8713.79,0,1
2011/3/8,8747.75,0,1
2011/3/9,8750.02,0,1
2011/3/10,8642.9,0,1
2011/3/11,8567.82,0,1
2011/3/14,8520.02,0,1
2011/3/15,8234.78,0,1
2011/3/16,8324.58,0,1
2011/3/17,8282.69,0,1
2011/3/18,8394.75,0,1
2011/3/21,8467.71,0,1
2011/3/22,8508.04,0,1
2011/3/23,8545.08,0,1
2011/3/24,8576.4,0,1
2011/3/25,8610.39,0,1
2011/3/28,8553.06,0,1
2011/3/29,8596.57,0,1
2011/3/30,8646.31,0,1
2011/3/31,8683.3,0,1
2011/4/1,8705.13,0,1
2011/4/6,8851.98,0,1
2011/4/7,8901.72,0,1
2011/4/8,8894.54,0,1
2011/4/11,8880.27,0,1
2011/4/12,8732.59,0,1
2011/4/13,8780.2,0,1
2011/4/14,8802.73,0,1
2011/4/15,8718.12,0,1
2011/4/18,8714.48,0,1
2011/4/19,8638.55,0,1
2011/4/20,8813.28,0,1
2011/4/21,8957.65,0,1
2011/4/22,8969.43,0,1
2011/4/25,8950.75,0,1
2011/4/26,8948.14,0,1
2011/4/27,9049.25,0,1
2011/4/28,9040.77,0,1
2011/4/29,9007.87,0,1
2011/5/3,8946.08,0,1
2011/5/4,8947.35,0,1
2011/5/5,9018.61,0,1
2011/5/6,8977.23,0,1
2011/5/9,9035.48,0,1
2011/5/10,9023.28,0,1
2011/5/11,9020.4,0,1
2011/5/12,9033.68,0,1
2011/5/13,9006.61,0,1
2011/5/16,8911.71,0,1
2011/5/17,8884.09,0,1
2011/5/18,8944.84,0,0
2011/5/19,8892.88,0,0
2011/5/20,8837.03,0,0
2011/5/23,8747.51,0,0
2011/5/24,8756.61,0,0
2011/5/25,8727.09,0,0
2011/5/26,8788.4,0,0
2011/5/27,8810,0,0
2011/5/30,8823.68,0,0
2011/5/31,8988.84,0,0
2011/6/1,9062.35,0,0
2011/6/2,8991.36,0,0
2011/6/3,9046.28,0,0
2011/6/7,9057.1,0,0
2011/6/8,9007.53,0,0
2011/6/9,9000.94,0,0
2011/6/10,8837.82,0,0
2011/6/13,8712.95,0,0
2011/6/14,8829.21,0,0
2011/6/15,8831.45,0,0
2011/6/16,8654.43,0,0
2011/6/17,8636.1,0,0
2011/6/20,8530.68,0,0
2011/6/21,8597.62,0,0
2011/6/22,8621.04,0,0
2011/6/23,8567.28,0,0
2011/6/24,8532.83,0,0
2011/6/27,8500.16,0,0
2011/6/28,8478.86,0,0
2011/6/29,8573.38,0,0
2011/6/30,8652.59,0,0
2011/7/1,8739.82,0,0
2011/7/4,8774.72,0,0
2011/7/5,8784.44,0,0
2011/7/6,8824.44,0,0
2011/7/7,8773.42,0,0
2011/7/8,8749.55,0,0
2011/7/11,8665.85,0,0
2011/7/12,8491.01,0,0
2011/7/13,8488.06,0,0
2011/7/14,8481.35,0,0
2011/7/15,8574.91,0,0
2011/7/18,8538.57,0,0
2011/7/19,8524.57,0,0
2011/7/20,8706.17,0,0
2011/7/21,8717.14,0,0
2011/7/22,8765.32,0,0
2011/7/25,8683.51,0,0
2011/7/26,8794.24,0,0
2011/7/27,8817.49,0,0
2011/7/28,8767.2,0,0
2011/7/29,8644.18,0,0
2011/8/1,8701.38,0,0
2011/8/2,8584.72,0,0
2011/8/3,8456.86,0,0
2011/8/4,8317.27,0,0
2011/8/5,7853.13,0,0
2011/8/8,7552.8,0,0
2011/8/9,7493.12,0,0
2011/8/10,7736.32,0,0
2011/8/11,7719.09,0,0
2011/8/12,7637.02,0,0
2011/8/15,7819.39,0,0
2011/8/16,7798.59,0,0
2011/8/17,7741.76,0,0
2011/8/18,7614.97,0,0
2011/8/19,7342.96,0,0
2011/8/22,7312.59,0,0
2011/8/23,7550.23,0,0
2011/8/24,7502.93,0,0
2011/8/25,7410.87,0,0
2011/8/26,7445.1,0,0
2011/8/29,7578.01,0,0
2011/8/30,7646.19,0,0
2011/8/31,7741.36,0,0
2011/9/1,7757.76,0,0
2011/9/2,7757.06,0,0
2011/9/5,7551.57,0,0
2011/9/6,7367.19,0,0
2011/9/7,7529.01,0,0
2011/9/8,7548.37,0,0
2011/9/9,7610.57,0,0
2011/9/13,7391.37,0,0
2011/9/14,7228.47,0,0
2011/9/15,7385.68,1,0
2011/9/16,7577.4,1,0
2011/9/19,7480.88,1,0
2011/9/20,7492.85,1,0
2011/9/21,7535.88,1,0
2011/9/22,7305.5,1,0
2011/9/23,7046.22,1,0
2011/9/26,6877.12,1,0
2011/9/27,7089.95,1,0
2011/9/28,7146.98,1,0
2011/9/29,7182.61,1,0
2011/9/30,7225.38,1,0
2011/10/3,7013.97,1,0
2011/10/4,7047.87,1,0
2011/10/5,6989.15,1,0
2011/10/6,7132,1,0
2011/10/7,7211.96,1,0
2011/10/11,7398.71,1,0
2011/10/12,7382.35,1,0
2011/10/13,7428.33,1,0
2011/10/14,7358.08,1,0
2011/10/17,7461.12,1,0
2011/10/18,7359.48,1,0
2011/10/19,7353.37,1,0
2011/10/20,7244.32,1,0
2011/10/21,7254.51,1,0
2011/10/24,7470.3,1,0
2011/10/25,7491.21,1,0
2011/10/26,7535.82,1,0
2011/10/27,7565.21,1,0
2011/10/28,7616.06,1,0
2011/10/31,7587.69,1,0
2011/11/1,7622.01,1,0
2011/11/2,7598.45,1,0
2011/11/3,7460.31,1,0
2011/11/4,7603.23,1,0
2011/11/7,7621.72,1,0
2011/11/8,7600.79,1,0
2011/11/9,7561.86,1,0
2011/11/10,7308.68,1,0
2011/11/11,7367.29,1,0
2011/11/14,7525.65,1,0
2011/11/15,7491.06,1,0
2011/11/16,7387.52,1,0
2011/11/17,7387.81,1,0
2011/11/18,7233.78,1,0
2011/11/21,7042.64,1,0
2011/11/22,7000.03,1,0
2011/11/23,6806.43,1,0
2011/11/24,6864.39,1,0
2011/11/25,6784.52,1,0
2011/11/28,6898.78,1,0
2011/11/29,6988.65,1,0
2011/11/30,6904.12,1,0
2011/12/1,7178.69,1,0
2011/12/2,7140.68,1,0
2011/12/5,7098.08,1,0
2011/12/6,6956.28,1,0
2011/12/7,7033,1,0
2011/12/8,6982.9,1,0
2011/12/9,6893.3,1,0
2011/12/12,6949.04,1,0
2011/12/13,6896.31,1,0
2011/12/14,6922.57,1,0
2011/12/15,6764.59,1,0
2011/12/16,6785.09,1,0
2011/12/19,6633.33,1,0
2011/12/20,6662.64,1,0
2011/12/21,6966.48,1,0
2011/12/22,6966.35,1,0
2011/12/23,7110.73,1,0
2011/12/26,7092.58,1,0
2011/12/27,7085.03,1,0
2011/12/28,7056.67,1,0
2011/12/29,7074.82,1,0
2011/12/30,7072.08,1,0
2012/1/2,6952.21,1,0
2012/1/3,7053.38,1,0
2012/1/4,7082.97,1,0
2012/1/5,7130.86,1,0
2012/1/6,7120.51,1,0
2012/1/9,7093.04,1,0
2012/1/10,7178.87,1,0
2012/1/11,7188.21,1,0
2012/1/12,7186.58,1,0
2012/1/13,7181.54,1,0
2012/1/16,7103.62,1,0
2012/1/17,7221.08,1,0
2012/1/18,7233.69,1,0
2012/1/30,7407.41,1,0
2012/1/31,7517.08,1,0
2012/2/1,7549.21,1,0
2012/2/2,7652.46,1,0
2012/2/3,7674.99,1,0
2012/2/4,7741.24,1,0
2012/2/6,7687.98,1,0
2012/2/7,7707.44,1,0
2012/2/8,7869.91,1,0
2012/2/9,7910.78,1,0
2012/2/10,7862.27,1,0
2012/2/13,7912.91,1,0
2012/2/14,7884.08,1,0
2012/2/15,8005.24,1,0
2012/2/16,7869.7,1,0
2012/2/17,7894.36,1,0
2012/2/20,7954.82,1,0
2012/2/21,7921.5,1,0
2012/2/22,8001.68,1,0
2012/2/23,7937.3,1,0
2012/2/24,7959.34,1,0
2012/2/29,8121.44,1,0
2012/3/1,8118.34,1,0
2012/3/2,8144.04,1,0
2012/3/3,8114.44,1,0
2012/3/5,8004.74,1,0
2012/3/6,7937.97,1,0
2012/3/7,7903.08,1,0
2012/3/8,7984.56,1,0
2012/3/9,8016.01,1,0
2012/3/12,7927.55,1,0
2012/3/13,8031.51,1,0
2012/3/14,8125.26,1,0
2012/3/15,8121.62,1,0
2012/3/16,8054.94,1,0
2012/3/19,8043.92,1,0
2012/3/20,7972.7,1,0
2012/3/21,7981.94,1,0
2012/3/22,8059.94,1,0
2012/3/23,8076.61,1,0
2012/3/26,7967.62,1,0
2012/3/27,8029.46,1,0
2012/3/28,8038.07,1,0
2012/3/29,7872.66,1,0
2012/3/30,7933,1,0
2012/4/2,7862.9,0,0
2012/4/3,7760.85,0,0
2012/4/5,7639.82,0,0
2012/4/6,7706.26,0,0
2012/4/9,7600.87,0,0
2012/4/10,7640.68,0,0
2012/4/11,7656.67,0,0
2012/4/12,7662.92,0,0
2012/4/13,7788.27,0,0
2012/4/16,7729.86,0,0
2012/4/17,7585.87,0,0
2012/4/18,7605,0,0
2012/4/19,7622.69,0,0
2012/4/20,7507.15,0,0
2012/4/23,7481.09,0,0
2012/4/24,7498.84,0,0
2012/4/25,7563.18,0,0
2012/4/26,7521.35,0,0
2012/4/27,7480.5,0,0
2012/4/30,7501.72,0,0
2012/5/2,7676.81,0,0
2012/5/3,7659.53,0,0
2012/5/4,7700.95,0,0
2012/5/7,7538.08,0,0
2012/5/8,7545.71,0,0
2012/5/9,7475.71,0,0
2012/5/10,7484.01,0,0
2012/5/11,7401.37,0,0
2012/5/14,7377.18,0,0
2012/5/15,7395.64,0,0
2012/5/16,7234.57,0,0
2012/5/17,7356.77,0,0
2012/5/18,7151.19,0,0
2012/5/21,7192.23,0,0
2012/5/22,7274.89,0,0
2012/5/23,7147.75,0,0
2012/5/24,7124.89,0,0
2012/5/25,7071.63,0,0
2012/5/28,7136,0,0
2012/5/29,7342.29,0,0
2012/5/30,7261.8,0,0
2012/5/31,7301.5,0,0
2012/6/1,7106.09,0,0
2012/6/4,6894.66,0,0
2012/6/5,7000.45,0,0
2012/6/6,7056.15,0,0
2012/6/7,7080.31,0,0
2012/6/8,6999.65,0,0
2012/6/11,7120.23,0,0
2012/6/12,7072.08,0,0
2012/6/13,7088.83,0,0
2012/6/14,7075.1,0,0
2012/6/15,7155.83,0,0
2012/6/18,7281.5,0,0
2012/6/19,7273.13,0,0
2012/6/20,7334.63,0,0
2012/6/21,7279.05,0,0
2012/6/22,7222.05,0,0
2012/6/25,7166.38,0,0
2012/6/26,7137.93,0,0
2012/6/27,7183.01,0,0
2012/6/28,7169.61,0,0
2012/6/29,7296.28,0,0
2012/7/2,7345.16,0,0
2012/7/3,7418.36,0,0
2012/7/4,7422.59,0,0
2012/7/5,7387.78,0,0
2012/7/6,7368.59,0,0
2012/7/9,7309.96,0,0
2012/7/10,7251.35,0,0
2012/7/11,7257.91,0,0
2012/7/12,7130.93,0,0
2012/7/13,7104.27,0,0
2012/7/16,7090.04,0,0
2012/7/17,7127,0,0
2012/7/18,7049.05,0,0
2012/7/19,7148.57,0,0
2012/7/20,7164.68,0,0
2012/7/23,7028.73,0,0
2012/7/24,7008.35,0,0
